"","X","Title","ReleaseDate","Popularity","Budget","Revenue","Genre","IMDBRating","IMDBVotes","Director","RottenTomatoesRating","Production"
"1739",1739,"Deader Country","01 Oct 2009",0.009382,300000,0,"Comedy, Horror","5.3/10","41","Andrew Merkelbach",NA,"N/A"
"1740",1740,"Kinky Friedman: Proud To Be An Asshole From El Paso","02 Jan 2001",0.008045,0,0,"Documentary","8.2/10","13","Simone de Vries",NA,"N/A"
"1741",1741,"Toda una vida","22 Jun 2006",0.00375,0,0,"Short, Drama","6.3/10","18","Alejandro Ramirez",NA,"N/A"
"1743",1743,"Popeye's Mirthday","22 May 1953",0.014081,0,0,"Animation, Short, Comedy","6.2/10","23","Seymour Kneitel",NA,"N/A"
"1744",1744,"Preservation Man","'20/05/1962'",0.004922,0,0,"N/A","6.9/10","8","Ken Russell",NA,"N/A"
"1745",1745,"Einfach sterben","24 Nov 1971",3e-06,0,0,"Drama",NA,"N/A","Stanislav Barabas",NA,"N/A"
"1746",1746,"Wo zhe yi bei zi","'01/01/1950'",0.002891,0,0,"Drama",NA,"N/A","N/A",NA,NA
"1748",1748,"Desert Rider","01 Jun 1923",0.121106,0,0,"Romance, Western","5.2/10","9","Robert N. Bradbury",NA,"N/A"
"1749",1749,"Window Wonderland","23 Nov 2013",0.388719,0,0,"Comedy, Family, Romance","6.8/10","1,094","Michael Scott",NA,"N/A"
"1751",1751,"All About 'Abigail's Party'","28 Oct 2007",0.005625,0,0,"Documentary","7.4/10","56","Alexandra Briscoe",NA,"N/A"
"1752",1752,"Bloodscent","'01/01/1995'",0.002352,0,0,"Horror","4.2/10","8","Bill Randolph",NA,"N/A"
"1753",1753,"Iron Spyder","'22/09/2016'",0.002295,0,0,"Documentary, Short, Action",NA,"N/A","Yoav Lester, Christopher H.F. Mitchell",NA,"N/A"
"1757",1757,"Enrapture","30 Mar 1990",0.053663,0,0,"Thriller","5.6/10","37","Chuck Vincent",NA,"N/A"
"1758",1758,"Miel de naranjas","01 Jun 2012",0.041288,0,0,"Drama","5.7/10","240","Imanol Uribe",NA,"Alta Films"
"1760",1760,"De Vlaschaard","21 Aug 1985",7.7e-05,900000,0,"Drama","6.3/10","146","Jan Gruyaert",NA,"N/A"
"1761",1761,"NE","12 Dec 2008",NA,0,0,"Comedy, Drama, Music","7.2/10","35,206","Aditya Chopra","83%","Yash Raj Films"
"1762",1762,"Samowolka","15 Dec 1993",0.002948,0,0,"Drama","7.0/10","260","Feliks Falk",NA,"N/A"
"1763",1763,"Alien Encounters from New Tomorrowland","'20/06/1995'",0.021878,0,0,"Documentary","7.5/10","24","Andrew Thomas",NA,"N/A"
"1764",1764,"Dreams My Master","06 Mar 2016",0,40000,0,"Short, Drama",NA,"N/A","Michael A. Krehan",NA,"N/A"
"1765",1765,"Countess Dracula's Orgy of Blood","08 Jun 2004",0.561153,0,0,"Horror","3.6/10","188","Donald F. Glut",NA,"N/A"
"1766",1766,"Modern","23 Sep 2009",0.009843,0,0,"Comedy, Romance","8.5/10","274,403","N/A",NA,NA
"1767",1767,"Damage","22 Jan 1993",1.215206,0,7532911,"Drama, Romance","6.9/10","13,233","Louis Malle","80%","Sony Pictures Home Entertainment"
"1768",1768,"He Knows You're Alone","29 Aug 1980",0.42017,0,0,"Horror, Thriller","4.9/10","2,315","Armand Mastroianni","25%","MGM Home Entertainment"
"1769",1769,"Summer's Lease","12 May 1991",0.024165,0,0,"Drama, Mystery","7.9/10","141","N/A",NA,NA
"1770",1770,"A Lady Lion","25 Mar 1928",0.002765,0,0,"Short, Comedy",NA,"N/A","Mark Sandrich",NA,"N/A"
"1771",1771,"The Big Mouth","12 Jul 1967",0.005306,0,0,"Comedy, Action, Crime","5.6/10","783","Jerry Lewis","40%","Columbia Pictures"
"1773",1773,"Sherlock Holmes","25 Dec 2009",0.420681,0,0,"Action, Adventure, Crime","7.6/10","508,912","Guy Ritchie","70%","Warner Bros. Pictures/Village Roadshow"
"1774",1774,"Dog Gone South","26 Aug 1950",0.028643,0,0,"Family, Animation, Short","7.2/10","217","Chuck Jones",NA,"N/A"
"1775",1775,"Malarek","03 Mar 1989",0.032121,0,0,"Action, Biography","6.1/10","122","Roger Cardinal",NA,"N/A"
"1776",1776,"We R the World/Mold","'NaT'",0,0,0,"N/A",NA,"N/A","N/A",NA,"N/A"
"1777",1777,"Tales of the Dead","28 Sep 2010",0.037969,0,0,"Horror","3.8/10","49","Kemal Yildirim",NA,"Chemical Burn Entertainment"
"1779",1779,"Xora","18 May 2012",0.0153,0,0,"N/A","5.6/10","5","Peio Cachenaut",NA,"N/A"
"1780",1780,"All in a Nutshell","02 Sep 1949",0.206328,0,0,"Family, Comedy, Animation","7.6/10","434","Jack Hannah",NA,"N/A"
"1781",1781,"Lenny Cooke","07 Jun 2016",0.033899,0,0,"Documentary, Biography, Drama","6.5/10","243","Benny Safdie, Josh Safdie","82%","Shop Korn Productions"
"1782",1782,"Soft Toilet Seats","23 Dec 1999",0.034559,0,0,"Comedy","5.3/10","59","Tina Valinsky","16/100","N/A"
"1783",1783,"Las Cenizas","'01/01/2016'",0.06207,0,0,"N/A","5.8/10","10","Ricardo Islas",NA,"N/A"
"1784",1784,"My Father the Hero","04 Feb 1994",0.67268,0,0,"Comedy, Romance","5.4/10","9,184","Steve Miner","14%","Buena Vista"
"1786",1786,"Interplay","'13/10/2006'",0.005962,0,0,"Animation, Short, Fantasy",NA,"N/A","Shaun Foster",NA,"N/A"
"1787",1787,"La Fille du 14 juillet","05 Jun 2013",0.181676,0,0,"Comedy","6.4/10","600","Antonin Peretjatko",NA,"SpectiCast"
"1788",1788,"Artifice","'18/04/2016'",0.112434,0,0,"Short, Drama",NA,"N/A","Nyk Allen, Derek Kozakiewicz",NA,"N/A"
"1789",1789,"Suspicion","14 Nov 1941",0.786472,1800000,4500000,"Mystery, Thriller","7.4/10","25,500","Alfred Hitchcock","100%","WARNER BROTHERS PICTURES"
"1790",1790,"Valor's Kids","26 Mar 2011",0.01125,0,0,"Animation, Family, Fantasy","7.0/10","21","Kai Mariah",NA,"N/A"
"1791",1791,"Duct Tape","17 May 2013",0.013125,0,0,"Short, Comedy","6.3/10","19","Yann Gorriz",NA,"N/A"
"1792",1792,"King George VI: The Man Behind the King's Speech","01 Jul 2011",0.312165,0,0,"Biography, History","7.1/10","43","N/A",NA,"Odeon Entertainment"
"1793",1793,"Blackwood","01 Aug 2014",0,0,0,"Horror, Thriller","5.3/10","933","Adam Wimpenny","38%","Wildcard Films"
"1794",1794,"Future Schlock","'01/01/1984'",3e-06,0,0,"Comedy, Sci-Fi","5.8/10","16","Chris Kiely, Barry Peak",NA,"N/A"
"1795",1795,"Atomic Tabasco","01 Jan 1999",0.005506,0,0,"Short","7.4/10","118","James Cox",NA,"N/A"
"1796",1796,"Avtaar","11 Mar 1983",0,0,0,"Family, Drama","7.1/10","395","Mohan Kumar",NA,"N/A"
"1797",1797,"Popsong","01 Oct 2016",0.096029,0,0,"Short",NA,"N/A","Matthew Taylor Blais",NA,"N/A"
"1798",1798,"Dancing with Danger","22 Apr 1994",0.012035,0,0,"Thriller","4.8/10","83","Stuart Cooper",NA,"N/A"
"1799",1799,"Flying Wild","10 Mar 1941",0.005087,0,0,"Comedy, Drama","6.9/10","411","William West",NA,"Monogram"
"1800",1800,"Unwritten","'08/06/2016'",0.069462,0,0,"Thriller",NA,"N/A","Dale Neven",NA,"N/A"
"1804",1804,"Potash and Perlmutter","10 Sep 1923",0.006494,0,0,"Comedy",NA,"N/A","Clarence G. Badger",NA,"N/A"
"1805",1805,"Gryphon","'15/06/1990'",0.138671,0,0,"N/A","6.9/10","34","Mark Cullingham",NA,"N/A"
"1807",1807,"Terror by Night","01 Feb 1946",0.890906,0,0,"Crime, Drama, Film-Noir","7.0/10","4,166","Roy William Neill","75%","Focus Film Entertainment"
"1808",1808,"Some Body","19 Jan 2001",0.207858,0,0,"Drama","6.5/10","69","Henry Barrial","40%","Lot 47 Films"
"1809",1809,"Under Wraps","25 Oct 1997",0.08108,0,0,"Comedy, Family, Horror","6.6/10","1,841","Greg Beeman",NA,"RHI Entertainment"
"1810",1810,"Nebula","'08/09/2014'",0.027186,0,0,"Short, Drama, Fantasy",NA,"N/A","Brendan Maghran",NA,"N/A"
"1811",1811,"Smash Palace","30 Apr 1982",0.001517,0,0,"Drama","7.2/10","622","Roger Donaldson","100%","N/A"
"1812",1812,"Die Mutter des Killers","30 Jan 1997",0.002765,0,0,"Comedy","7.2/10","36","Volker Einrauch",NA,"N/A"
"1813",1813,"Naya Andaz","'01/01/1956'",0.001875,0,0,"Romance","6.2/10","11","K. Amarnath",NA,"N/A"
"1814",1814,"A Funeral for Lightning","'10/09/2016'",0.15416,0,0,"Short, Drama",NA,"N/A","Emily Kai Bock",NA,"N/A"
"1816",1816,"Soulja Boy: The Movie","18 Oct 2011",0.013125,0,0,"Documentary","5.2/10","69","Peter Spirer",NA,"Rugged Entertainment"
"1817",1817,"Magie der Moore","24 Sep 2015",0.043634,0,0,"Documentary","7.6/10","27","Jan Haft",NA,"N/A"
"1818",1818,"01:00 A.M.","26 Jul 2011",0.019633,0,0,"Short, Crime",NA,"N/A","Jay Gira",NA,"N/A"
"1819",1819,"Demon Cop","'30/12/1990'",5e-06,0,0,"Crime, Horror","3.5/10","99","Rocco Karega, Hal Miles",NA,"N/A"
"1820",1820,"Sitara","13 Jun 1980",1.6e-05,0,0,"Drama, Family","7.2/10","14","Meraj",NA,"N/A"
"1821",1821,"Miracoloni","03 Dec 1981",0,0,0,"Comedy","6.0/10","29","Francesco Massaro",NA,"N/A"
"1822",1822,"Stand Up","23 Mar 2007",0.022092,5,0,"Comedy","5.7/10","80","Michael Rainin",NA,"N/A"
"1823",1823,"Nagbibinata","10 Jun 1998",0.036968,0,0,"Comedy",NA,"N/A","Jose Javier Reyes",NA,"N/A"
"1824",1824,"Calling the Ghosts","03 Mar 1997",0.002354,0,0,"Documentary, War","8.1/10","52","Mandy Jacobson, Karmen Jelincic",NA,"N/A"
"1825",1825,"Phir Tauba Tauba","04 Jan 2008",0.008585,0,0,"Romance",NA,"N/A","T.L.V. Prasad",NA,"N/A"
"1826",1826,"No Name on the Bullet","01 Feb 1959",0.864188,0,0,"Western","7.3/10","1,447","Jack Arnold",NA,"Universal"
"1827",1827,"Sweet Evil","18 May 1996",0,0,0,"Thriller","5.6/10","243","René Eram",NA,"N/A"
"1829",1829,"The Wonderbeats","07 Jun 1991",3e-06,0,0,"Comedy",NA,"N/A","Claude-Oliver Rudolph",NA,"N/A"
"1830",1830,"Un Assassin Qui Passe","08 Apr 1981",0.463797,0,0,"Thriller","5.9/10","74","Michel Vianey",NA,"N/A"
"1831",1831,"Der Platzanweiser","18 Jun 1983",1e-06,0,0,"N/A",NA,"N/A","Peter Gehrig",NA,"N/A"
"1832",1832,"Training for the Apocalypse","30 Apr 2012",0.013125,0,0,"Documentary","7.0/10","10","Rob VanAlkemade",NA,"N/A"
"1833",1833,"Greyhawk","19 Jun 2014",0.36363,0,0,"Drama","6.3/10","53","Guy Pitt",NA,"N/A"
"1834",1834,"Gestalt","22 Jan 1997",0.004125,0,0,"Animation, Adventure, Comedy","6.0/10","31","N/A",NA,NA
"1835",1835,"Yauwan","'01/01/1973'",0,0,0,"Musical, Mystery, Romance","4.1/10","16","Ranjan Bose",NA,"N/A"
"1836",1836,"Studio 666","14 Jun 2005",0.032925,0,0,"Horror, Music, Sci-Fi","3.8/10","343","Corbin Timbrook",NA,"Razor Digital"
"1838",1838,"Blackmore's Night: Paris Moon","02 Nov 2007",0.005626,0,0,"Music","8.6/10","7","N/A",NA,"N/A"
"1839",1839,"RYB","29 May 1981",0.025894,0,0,"Family",NA,"N/A","Dusan Kodaj",NA,"N/A"
"1840",1840,"Ammo","04 Mar 1988",NA,0,0,"Comedy","6.2/10","412","David Beaird",NA,"Live Home Video"
"1841",1841,"Operation Wedding","21 Feb 2013",0.08063,251591,0,"Comedy, Drama","7.8/10","58","Monty Tiwa",NA,"N/A"
"1842",1842,"Must Be Santa","12 Dec 1999",0.002,0,0,"Comedy, Drama, Fantasy","4.0/10","162","Brad Turner",NA,"Canadian Broadcasting Company (CBC)"
"1843",1843,"Peril for the Guy","01 Jul 1956",0.005237,0,0,"Family","8.5/10","11","James Hill",NA,"N/A"
"1844",1844,"The Photographer","15 Apr 2000",1.7e-05,0,0,"Comedy, Drama","5.6/10","278","Jeremy Stein",NA,"Photographer Co."
"1845",1845,"Mount Joy","01 Feb 2014",0.172479,0,0,"Drama","7.7/10","65","Jack Lewars",NA,"Indie City Films"
"1846",1846,"Mentiders","06 Mar 2013",0.089598,0,0,"Drama","7.2/10","12","Silvia Munt",NA,"N/A"
"1847",1847,"Buena Vista Social Club: Adios","26 May 2017",1.235185,0,0,"Documentary","6.9/10","71","Lucy Walker","64%","Broad Green Pictures"
"1848",1848,"Chandmani Sum","'01/01/2009'",0.00753,0,0,"Documentary, Short","5.6/10","12","Rowan Lee Hartsuiker",NA,"N/A"
"1849",1849,"The Turn of the Screw","27 Feb 2000",0.012666,0,0,"Drama, Horror, Thriller","6.0/10","778","Ben Bolt",NA,"Martin Pope Productions"
"1851",1851,"Trekkers: A Fan's Guide","'01/01/2008'",0.005818,0,0,"Documentary","4.2/10","5","Amanda Whittington",NA,"N/A"
"1852",1852,"Anupama","'06/01/1966'",0.005427,0,0,"Drama, Family","7.6/10","261","Hrishikesh Mukherjee",NA,"N/A"
"1853",1853,"Veruthe Oru Bharya","11 Aug 2008",0.024915,0,0,"Comedy, Drama, Family","6.1/10","160","Aku Akbar",NA,"N/A"
"1854",1854,"Noored kotkad","'19/11/1927'",0.001881,0,0,"Drama, Romance, War","6.7/10","60","Theodor Luts",NA,"N/A"
"1855",1855,"Surviving Family","15 Aug 2014",0.064188,0,0,"Drama, Romance","7.6/10","94","Laura Thies",NA,"N/A"
"1856",1856,"Smuggler","22 Oct 2011",0.0225,0,0,"Drama","6.4/10","421","Katsuhito Ishii",NA,"Grasshoppa!"
"1857",1857,"Yaar","04 Oct 2014",0.022502,0,0,"Documentary, Short","7.1/10","7","Simon Gillard",NA,"N/A"
"1858",1858,"Gharwali Baharwali","12 Jun 1998",0.283589,0,0,"Comedy","4.5/10","467","David Dhawan",NA,"N/A"
"1859",1859,"Tahader Katha","'01/01/1992'",0.000624,0,0,"Drama","7.8/10","99","Buddhadev Dasgupta",NA,"N/A"
"1860",1860,"Union Square","13 Jul 2012",0.03488,0,0,"Drama","5.1/10","461","Nancy Savoca","63%","Dada Films"
"1861",1861,"Jazz Mad","09 Aug 1931",0.002865,0,0,"Animation, Short","5.0/10","5","Frank Moser",NA,"N/A"
"1862",1862,"Kid Kaliwete","25 Dec 1978",0,0,0,"N/A",NA,"N/A","Manuel 'Fyke' Cinco",NA,"N/A"
"1865",1865,"The Lost Spider Pit Sequence","22 Nov 2005",0.008442,0,0,"Short, Horror, Sci-Fi","7.7/10","413","Peter Jackson",NA,"N/A"
"1866",1866,"Illicit Behavior","03 Jun 1992",0.196343,0,0,"Action, Thriller","5.3/10","203","Worth Keeter",NA,"N/A"
"1867",1867,"Subub Surprises the Burglar","01 Aug 1903",0.001876,0,0,"Short, Comedy","5.0/10","187","Edwin S. Porter",NA,"N/A"
"1868",1868,"Principio y fin","09 Sep 1994",0.004838,0,0,"Drama","7.9/10","289","Arturo Ripstein",NA,"N/A"
"1869",1869,"Alone","07 Nov 2008",0.541402,0,0,"Drama, Romance","6.8/10","14,048","Çagan Irmak",NA,"N/A"
"1870",1870,"Last Cab to Darwin","10 Jun 2016",0.146406,0,0,"Comedy, Drama, Romance","7.2/10","2,566","Jeremy Sims","91%","Last Cab Holdings"
"1874",1874,"Der Fall Winslow","08 Oct 1961",0.002063,0,0,"N/A","8.5/10","14","Franz Peter Wirth",NA,"N/A"
"1876",1876,"Murder 101","20 Mar 1991",0.0225,0,0,"Mystery, Thriller","6.5/10","1,029","Bill Condon",NA,"MCA Universal Home Video"
"1877",1877,"Hyakka Zukan","'07/06/1989'",2e-06,0,0,"Animation, Short","6.0/10","11","Koji Yamamura",NA,"N/A"
"1878",1878,"Field","05 May 1989",0.055707,0,0,"Drama, Family, Fantasy","7.5/10","91,412","Phil Alden Robinson","86%","Universal Pictures"
"1879",1879,"Why Not: A Serenade of Eschatological Ecology","'01/01/1970'",0,0,0,"N/A",NA,"N/A","Shûsaku Arakawa",NA,"N/A"
"1880",1880,"Naples au baiser de feu","'07/12/1937'",0.001972,0,0,"N/A",NA,"N/A","Serge Nadejdine",NA,"N/A"
"1881",1881,"Sirius","24 Apr 2013",1.2e-05,0,0,"Documentary","6.2/10","1,125","Amar Singh Kaleka","16/100","FilmBuff"
"1882",1882,"Les Mouettes","28 Jan 1991",0.162512,0,0,"Comedy, Romance","5.6/10","17","Jean Chapot",NA,"N/A"
"1883",1883,"Clash of Colors: LA Riots of 1992","25 Apr 2012",0.014437,0,0,"Documentary","6.7/10","18","David D. Kim",NA,"N/A"
"1884",1884,"Dui Bari","08 Feb 1963",0.001875,0,0,"N/A",NA,"N/A","Ashim Pal",NA,"N/A"
"1887",1887,"Manila Kingpin","25 Dec 2011",0.039045,0,0,"Action, Crime, Drama","7.1/10","161","Tikoy Aguiluz",NA,"N/A"
"1888",1888,"Battle of the Damned","14 Mar 2014",0.934947,8000000,0,"Action, Adventure, Horror","4.5/10","3,133","Christopher Hatton",NA,"Anchor Bay Entertainment"
"1889",1889,"East Jerusalem / West Jerusalem","15 Oct 2014",0.028713,0,0,"Documentary, Music","7.1/10","10","Henrique Cymerman, Erez Miller",NA,"N/A"
"1890",1890,"Tierra roja","01 Feb 2008",0.009281,0,0,"Short",NA,"N/A","Heidi Hassan",NA,"N/A"
"1891",1891,"Cyber Bandits","21 Nov 1995",0.009726,0,0,"Adventure, Crime, Sci-Fi","3.7/10","113","Erik Fleming",NA,"Cyberfilm Productions"
"1892",1892,"Alice och jag","27 Oct 2006",0.00568,0,0,"Documentary","5.5/10","17","Rebecka Rasmusson",NA,"N/A"
"1893",1893,"The Grand","07 Jun 2007",1.974923,5400000,0,"Comedy","6.0/10","5,069","Zak Penn","40%","Anchor Bay Entertainment"
"1894",1894,"The End of Something","26 Dec 2014",0,0,0,"Comedy, Drama","5.8/10","10","Colin Rivera",NA,"N/A"
"1895",1895,"The Craven Sluck","27 Oct 1967",0.002068,0,0,"Short, Comedy, Sci-Fi","6.9/10","114","Mike Kuchar",NA,"N/A"
"1896",1896,"Defying Gravity","02 Aug 2009",0.023653,0,0,"Drama, Sci-Fi","7.3/10","9,191","N/A",NA,NA
"1897",1897,"Britain's Bloody Crown","07 Jan 2016",1.6e-05,0,0,"Drama, History","8.0/10","72","N/A",NA,NA
"1899",1899,"Absinthe","'01/01/2010'",0.011715,0,0,"Documentary","6.9/10","83","Chris Buddy",NA,"N/A"
"1900",1900,"Andrew and Jeremy Get Married","06 May 2005",0.04224,0,0,"Documentary","7.2/10","60","Don Boyd",NA,"N/A"
"1901",1901,"Echo of Blue","'NaT'",0,0,0,"N/A","6.0/10","24","Zach Sternheimer",NA,"N/A"
"1902",1902,"Half Ticket","'22/07/2016'",0.085077,0,0,"Musical, Comedy, Romance","7.4/10","360","Kalidas",NA,"N/A"
"1903",1903,"World Series of Fighting 10: Branch vs. Taylor","21 Jun 2014",0.0448,0,0,"Sport",NA,"N/A","N/A",NA,"N/A"
"1904",1904,"Correspondances","03 Apr 2009",0.011789,0,0,"Short","6.7/10","43","Eugène Green",NA,"N/A"
"1908",1908,"Five","30 Mar 2016",0.585527,0,0,"Comedy","6.3/10","1,611","Igor Gotesman",NA,"N/A"
"1910",1910,"Bikini","06 Nov 1965",0.000302,0,0,"Comedy, Sci-Fi","5.1/10","1,632","Norman Taurog","29%","MGM Home Entertainment"
"1911",1911,"John From","31 Mar 2016",0.076895,0,0,"Drama","6.6/10","239","João Nicolau",NA,"O Som e a Fúria"
"1913",1913,"A century of Science Fiction","23 Feb 2001",0.004409,0,0,"Documentary","6.0/10","68","Ted Newsom",NA,"Passport Entertainment"
"1914",1914,"Final Destination 2","31 Jan 2003",5.387673,26000000,90426405,"Horror, Thriller","6.2/10","128,301","David R. Ellis","48%","New Line Cinema"
"1915",1915,"Dos Maridos baratos","07 Jul 1960",0.009477,0,0,"Comedy, Western","3.0/10","5","Jaime Salvador",NA,"N/A"
"1916",1916,"Wonderful London: London's Contrasts","'02/01/1924'",0.001912,0,0,"Documentary, Short",NA,"N/A","Frank Miller, H.B. Parkinson",NA,"N/A"
"1917",1917,"Sandman Tails","20 Sep 1933",0.002429,0,0,"Animation, Short",NA,"N/A","Dick Huemer",NA,"N/A"
"1918",1918,"Flyerman","07 Jun 2005",0.008616,0,0,"Documentary","7.3/10","36","Jeff Stephenson, Jason Tan",NA,"N/A"
"1919",1919,"Dark Before Dawn","01 Sep 1988",0.1575,0,0,"Action, Mystery","4.4/10","42","Robert Totten",NA,"N/A"
"1920",1920,"The Man Who Bought Mustique","09 May 2001",0.001875,0,0,"Documentary","7.2/10","69","Joseph Bullman","60%","First Run Features"
"1922",1922,"Aku Tak Bodoh","02 Dec 2010",0.031761,0,0,"Comedy","6.1/10","15","Boris Boo",NA,"N/A"
"1923",1923,"Untitled Melissa McCarthy Project","'NaT'",0.0045,0,0,"Comedy",NA,"N/A","N/A",NA,"N/A"
"1924",1924,"Sunday in the Park","'01/01/1970'",6e-06,0,0,"Documentary, Short","5.8/10","8","John Schlesinger",NA,"N/A"
"1925",1925,"Alberto Express","05 Sep 1990",5e-06,0,0,"Comedy","6.6/10","149","Arthur Joffé",NA,"Wellspring Media Inc."
"1926",1926,"Street Corner Justice","02 Oct 1996",0.021351,0,0,"Action","4.4/10","152","Charles Bail",NA,"Sunset Films International"
"1927",1927,"Konchem Touchlo Vunte Cheputanu","01 Jan 2005",0.00375,0,0,"Drama","5.7/10","14","Vamshi",NA,"N/A"
"1928",1928,"The Texan","29 Sep 1958",0.004233,0,0,"Western","8.2/10","96","N/A",NA,NA
"1929",1929,"Vetti Pasanga","02 Jan 2014",0,0,0,"Comedy","7.0/10","17","Vimala Perumal",NA,"N/A"
"1931",1931,"IDn4","13 Nov 1991",0.005495,0,0,"Drama",NA,"N/A","Malga Kubiak",NA,"N/A"
"1932",1932,"The Transformation: A Sandwich of Nightmares","'01/01/1974'",0.000168,0,0,"Horror",NA,"N/A","Lewis Jackson",NA,"N/A"
"1933",1933,"Wenn die Conny mit dem Peter","18 Dec 1958",0.007047,0,0,"Comedy, Music","5.0/10","28","Fritz Umgelter",NA,"N/A"
"1934",1934,"Alice","10 Jan 1991",0,0,0,"Comedy, Romance","6.6/10","11,257","Woody Allen","77%","MGM Pictures, Inc."
"1935",1935,"Streetwise","'07/12/1984'",7.7e-05,0,0,"Documentary","8.3/10","1,253","Martin Bell",NA,"Angelika Films"
"1936",1936,"Abrupt Decision","20 Dec 2011",0.017866,0,0,"Drama, Romance","5.7/10","72","Paul Bright",NA,"N/A"
"1937",1937,"The Green Inferno","25 Sep 2015",3.622062,5000000,6833445,"Action, Adventure, Crime","5.4/10","27,946","Eli Roth","33%","High Top Releasing"
"1938",1938,"Karenina & I","24 Feb 2017",0.019434,0,0,"Documentary, Drama","6.2/10","10","Tommaso Mottola",NA,"N/A"
"1939",1939,"The Best Bad Man","29 Nov 1925",0.008249,0,0,"Comedy, Western","6.9/10","7","John G. Blystone",NA,"N/A"
"1940",1940,"The Time Tunnel","09 Sep 1966",0.405483,0,0,"Action, Adventure, Sci-Fi","7.7/10","2,137","N/A",NA,NA
"1941",1941,"Doctor Zhivago","31 Dec 1965",0.710033,0,0,"Drama, Romance, War","8.0/10","59,093","David Lean","82%","MGM"
"1942",1942,"Utburd","14 Nov 2014",0.036008,0,0,"Horror","6.5/10","57","Astrid Thorvaldsen",NA,"N/A"
"1943",1943,"Private Life","10 Mar 2012",0,0,0,"Drama, Thriller","5.4/10","178","Hossein FarahBakhsh",NA,"N/A"
"1944",1944,"Walela: Live in Concert","01 Sep 2004",0,0,0,"Musical",NA,"N/A","Bruce Deck",NA,"N/A"
"1945",1945,"Cinegiornale del movimento studentesco n. 1","'26/03/1968'",0.001875,0,0,"Documentary",NA,"N/A","Silvano Agosti",NA,"N/A"
"1948",1948,"Loving","04 Nov 2016",0.042438,0,0,"Biography, Drama, Romance","7.0/10","20,200","Jeff Nichols","89%","Big Beach Films"
"1950",1950,"White Dust","'02/01/1972'",0.00027,0,0,"Short","6.4/10","11","Jeff Keen",NA,"N/A"
"1951",1951,"Super Mario Movie","15 Jan 2005",0.008618,0,0,"Animation, Short","6.6/10","14","Cory Arcangel, Jacob Ciocci, Jessica Ciocci, Ben Jones",NA,"N/A"
"1952",1952,"Star Trek: Beyond the Final Frontier","19 Feb 2007",0.005629,0,0,"Documentary","7.4/10","134","John Logsdon",NA,"N/A"
"1953",1953,"178","'11/02/2013'",NA,0,0,"N/A",NA,"N/A","Phil Sutcliffe",NA,"N/A"
"1954",1954,"Assassins","06 Oct 1995",0.104174,0,0,"Action, Crime, Thriller","6.3/10","66,745","Richard Donner","15%","Warner Home Video"
"1955",1955,"Forever Yours","21 Dec 1936",0.01125,0,0,"Drama, Romance","6.1/10","73","Zoltan Korda",NA,"N/A"
"1956",1956,"Porkchop 3D","'01/09/2012'",0.04515,0,0,"Horror","7.1/10","362","Eamon Hardiman",NA,"N/A"
"1957",1957,"Take the 5:10 to Dreamland","12 Oct 1976",4e-06,0,0,"Short","6.9/10","149","Bruce Conner",NA,"N/A"
"1958",1958,"Curiosity Kills","27 Jun 1990",0.287234,0,0,"Thriller","5.4/10","192","Colin Bucksey",NA,"MCA Universal Home Video"
"1959",1959,"The Bare Wench Project 3: Nymphs of Mystery Mountain","'01/01/2002'",0.424674,0,0,"Comedy, Horror, Sci-Fi","4.6/10","91","Jim Wynorski",NA,"N/A"
"1960",1960,"No Loans Today","02 Jul 1996",0.001875,0,0,"Documentary","7.5/10","8","Lisanne Skyler",NA,"N/A"
"1961",1961,"Angelina Ballerina: Angelina's Princess Dance","06 Sep 2005",0.00375,0,0,"Animation, Family","7.0/10","8","Ginger Gibbons",NA,"LionsGate Entertainment"
"1962",1962,"The Cartographer's Girlfriend","'01/01/1987'",0.007127,0,0,"Short","5.0/10","17","Hal Hartley",NA,"N/A"
"1965",1965,"The Low Budget Time Machine","01 May 2003",0.088343,0,0,"Comedy, Sci-Fi","5.4/10","56","Kathe Duba-Barnett",NA,"N/A"
